simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,LASSO_QUT_mse,LASSO_QUT_features,HarderLASSO_QUT_mse,HarderLASSO_QUT_features
0,484.4530291612934,"1,6,19,23,25,27,29,31,32,35,40,44,48",695.68065349835,44,220.448347803245,"0,1,3,4,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,39,40,41,42,43,44,46,47,48,49",620.5086976211618,,257.2286237936697,"1,3,18,19,25,27,29,31,35,39,40,44,48,49"
1,462.39228644858576,"1,18,20,30,31,32,33,38,39,41",684.8661727277474,"31,38",322.7372801961079,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",583.0437174880228,,232.8394306554725,"1,13,14,20,29,30,31,32,33,37,38,39,41,48"
2,425.4494477917965,"1,4,6,12,15,25,26,32,34,38,42,44,48",626.174518130725,"15,44,48",186.30049864875835,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49",582.1883022151696,,132.62032838029964,"1,4,6,12,15,18,25,26,32,34,38,40,44,46,47,48"
3,393.4953321126326,"2,8,11,12,14,16,17,18,26,29,34,35,41,45",629.939480317922,"26,41,45",189.9613752942028,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",581.7022151104934,,24.604163723543746,"2,8,11,12,14,15,16,17,18,26,29,33,34,35,41,45,49"
4,405.8304855601155,"2,8,11,14,15,17,21,24,25,30,31,32,35,37",573.674251819927,"25,32,37",233.34690107819895,"0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,48,49",532.2630700131737,,187.9634446768713,"2,5,11,14,15,17,21,24,25,30,32,37"
5,442.2696797975588,"4,10,20,22,23,24,25,27,30,34,35,40,43",686.462557225999,30,327.26982945179367,"0,1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,37,38,39,40,42,43,44,46,47,48,49",607.5224970320468,,195.9506935879656,"4,5,7,10,20,23,24,27,30,35,40,43"
6,509.8758951788107,"4,6,13,20,25,26,27,40,41,44,48",613.3984818926936,,260.6714665392142,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,40,41,43,44,45,46,47,48,49",615.6622091345552,,256.25751321637745,"4,6,13,15,22,23,25,26,27,30,35,40,41,45"
7,415.5117563482839,"3,6,10,13,15,25,26,27,29,31,36,47",592.7694592489203,"25,29,31,47",438.559767596338,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",572.7356294703907,,151.91238046992927,"3,6,10,13,15,25,26,27,29,31,36,43,44,45,47"
8,443.4113394143225,"3,4,12,13,16,19,33,35,38,41,45,47,48",657.7027303695129,"12,19,38,47,48",550.1185294903728,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,27,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49",543.1032044011199,,339.6427028249881,"3,4,13,21,29,35,38,41,45"
9,484.3228031315807,"0,5,8,18,19,20,24,30,33,34,42,48",697.6832262076496,30,257.63994328269104,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,46,47,48",595.6941194659324,,362.9397973020971,"0,8,18,19,20,24,30,33,34,40,48"
10,420.4746298195411,"0,2,6,7,8,12,17,24,29,31,33,37",620.7291090126718,"24,29,37",320.4775242837394,"0,1,2,3,4,6,7,8,9,10,11,12,14,17,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,39,40,43,44,45,46,47,48,49",565.1965330223476,,112.87777923554764,"0,4,6,7,8,12,17,20,24,29,31,33,36,37"
11,416.4996871411746,"5,8,12,15,17,21,31,33,38,41,44,46,47,48,49",664.6612108683418,"41,44,46",241.92075913772493,"1,2,3,4,5,6,7,8,9,10,12,13,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49",593.0310549407499,,46.105107198641406,"5,8,12,15,16,17,18,21,31,33,38,41,44,46,47,48,49"
12,430.62187351732024,"6,8,12,13,18,23,35,36,40,41,48",644.6974545493342,"36,41,48",242.13169371413707,"0,1,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49",585.9355238283382,,199.3010490417824,"6,8,9,12,13,14,18,23,25,32,35,36,40,41,48"
13,437.7250083181175,"0,5,7,8,12,16,19,22,28,29,31,32,35,43,45",705.8203329415005,"31,43,44",212.67495061268352,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",605.3318437809108,,178.20756915491674,"0,5,7,8,12,16,19,22,28,29,31,32,38,43,45"
14,439.02345351188177,"8,20,22,23,24,30,37,39,42,44,49",692.2353039696762,"30,37,42",208.2326791837273,"0,1,2,3,5,6,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,28,30,31,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49",582.8203084464733,,202.35259918182908,"0,12,15,20,22,23,24,30,33,37,42,49"
15,437.7512965594016,"1,2,4,7,8,16,19,22,24,35,39,48",670.6329562067608,"22,39,48",201.07625186540832,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,48,49",557.2984091292047,,341.4187865504208,"1,4,15,19,22,24,35,39,40"
16,494.6004396104767,"1,2,15,16,23,30,31,32,40,41,43,48,49",810.4560044472655,"31,32",275.914973557443,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,43,44,45,46,48,49",669.3530171477668,,220.62251592144617,"1,5,6,16,20,23,26,30,31,32,40,43,48"
17,421.9840393244738,"2,4,7,8,20,21,22,29,37,40,41,43,45",715.4812409134281,"40,41,45",261.33885481933237,"0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,28,29,32,33,34,36,37,38,40,41,42,43,45,46,47,48,49",589.2438060519935,,187.83434794212573,"2,4,8,11,20,21,22,29,33,37,40,41,43,45"
18,508.1631774068627,"2,10,11,19,23,25,29,30,33,34,38,44",696.2793796050152,"34,44",486.4310959235788,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48",610.654989619602,,221.3515650551479,"2,9,11,16,19,22,23,25,26,29,30,34,41"
19,452.4840340423651,"4,8,13,15,20,26,35,39,40,46,48",623.0392182643564,"13,15,20,35,48",180.8783172631084,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",576.9083128147366,,212.8693540326696,"4,8,13,15,16,20,25,26,35,38,40,47,48"
20,449.51047286321466,"7,8,11,13,14,15,24,29,31,37,44,49",749.3550095609539,"37,44",311.13442630753957,"1,3,6,7,8,11,12,13,14,15,16,17,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,46,47,48,49",594.8350417370149,,280.04819917429273,"11,15,16,20,23,24,29,31,32,37,44"
21,470.0547381533785,"0,7,8,9,22,26,27,31,32,38,43,44",591.8146210878848,,356.5163441955297,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49",591.021763378783,,222.44075011015312,"0,7,8,9,18,27,31,32,35,36,38,44,49"
22,411.16508900346537,"0,1,5,12,13,17,18,33,34,38,40,44,45,49",628.154675490273,"38,40,45",438.46860666914296,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,24,25,26,27,28,29,30,31,33,34,35,36,37,38,40,41,42,44,45,46,47,48,49",563.919016564024,,281.17468767746993,"5,11,12,17,33,34,38,40,44,45,49"
23,428.6397522940448,"6,12,15,17,18,23,25,26,36,42,44",626.0215922268583,"36,44",179.0671437410725,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",558.4510578161598,,282.45782883072957,"9,12,15,17,18,19,23,25,36,38,44,48,49"
24,430.35353736031414,"0,2,7,9,17,21,22,24,27,30,38,40",576.3570376341671,"24,27,30,38,40",261.8755931780139,"0,1,2,3,5,6,7,8,9,10,11,12,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,47,48,49",576.7548657128401,,333.91047083366243,"7,8,17,20,21,23,27,30,38,40"
25,427.326742899241,"3,7,10,11,13,18,21,30,31,32,33,38,40,49",632.9519275610003,"38,40,49",374.0431008355081,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,42,43,45,46,47,49",590.0443719265868,,268.714694278218,"3,7,13,18,30,32,33,38,40,49"
26,443.7427762179803,"2,8,10,12,13,15,18,21,35,37,38,45",700.5461703795959,45,305.7037902582227,"0,1,2,3,4,5,6,7,8,10,11,12,13,15,16,17,18,19,21,22,23,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",591.9652136636875,,272.8142270783314,"8,10,12,13,15,18,21,33,36,37,38,45"
27,441.7579095936451,"2,3,10,36,40,41,45,46,47,48",671.7739037910478,"41,45,48",274.09670311457296,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",580.6659490242456,,279.63834831244526,"2,3,10,36,39,40,41,45,46,47,48"
28,460.5180138350431,"4,8,9,10,13,14,25,27,30,35,43,48",707.312358639932,"13,43",179.05130908763374,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,22,23,24,25,26,27,28,29,30,32,33,34,35,36,39,40,41,42,43,44,45,46,47,48,49",582.688432040092,,314.3850773810565,"4,7,8,10,13,14,20,27,30,43,47"
29,439.7448778613687,"0,6,7,13,26,30,33,37,38,45,47,48",649.1901887693522,"13,30,38,47",258.2243026715245,"0,1,2,3,5,6,7,8,9,10,11,12,13,14,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49",614.2643675458736,,280.9165384465314,"0,6,7,13,26,30,33,37,38,45,47"
30,469.3146865525361,"10,15,16,24,28,29,30,31,36,43,47",559.177870664441,"16,28,29,31,43",248.2686279048056,"1,2,3,4,5,6,7,9,10,11,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",587.6989545906174,,265.2015193227703,"3,10,15,16,24,25,28,29,30,31,35,36,40,43,47"
31,488.8887881335136,"6,11,16,18,21,32,33,35,37,44,45,49",708.0418101433994,"37,44,45",265.63355466087336,"1,2,3,4,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31,32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",615.5477894725539,,270.282888468062,"6,7,11,16,18,21,24,33,35,37,44,45,49"
32,451.8066654582531,"7,11,14,15,16,17,20,25,27,30,31,35,38,39,42,43,44,47,48",675.5228199222367,"11,38,42,47,49",210.2373171972554,"0,1,2,3,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,47,48,49",590.3961535622253,,264.03432249781815,"2,7,11,14,16,17,20,25,30,31,35,38,42,44,47,48"
33,446.5867329034163,"0,5,6,8,11,13,17,19,21,35,39,40,45",569.7892971538278,,215.9316298965087,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,24,25,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49",568.2934416951598,,147.8782228434123,"0,5,6,8,11,13,17,19,21,22,25,35,39,40"
34,493.1516359518288,"1,2,4,12,13,16,20,23,32,37,43,46",647.7745854768827,"20,43,46",286.2297270688887,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49",584.5915537574804,,279.2778953185195,"1,6,11,12,13,16,20,37,43,46"
35,397.90985549180755,"0,6,9,11,13,21,29,30,33,36,40,41,42",686.8467941402018,29,174.926336710234,"0,1,2,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",571.838937395768,,293.91672257219653,"0,9,11,13,15,21,26,29,30,36,40,42,47"
36,454.20906009092016,"10,11,14,17,18,19,21,28,31,32,40,42,44,49",579.291308100159,"10,18,31,40,42,47,49",266.06491769208304,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,39,40,42,43,44,46,47,48,49",605.7830549370409,,302.82252646991736,"10,11,14,17,18,19,28,38,40,42,47,49"
37,400.5680547627431,"0,3,8,14,21,27,29,35,39,40,41,43,44,45",592.5577014565048,"40,43,45,47",264.0216602567652,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,17,18,19,20,21,22,23,24,26,27,28,29,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",549.869613133555,,263.0085854412715,"8,14,21,27,29,35,39,40,43,45,47"
38,426.7508172133949,"0,1,11,18,21,23,29,33,34,37,43,46",670.3818920950016,"37,43",291.5606127504407,"0,1,2,3,5,6,7,9,10,11,13,14,15,16,17,18,19,20,21,22,23,26,27,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,46,47,48,49",566.3441649371854,,252.0723166034863,"0,1,11,21,26,30,33,34,37,41,43"
39,461.083700067514,"1,5,6,7,9,11,16,21,29,45",645.636568301717,45,246.52715801950387,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,35,36,37,38,39,40,41,43,44,45,46,47,48,49",569.213423731037,,258.7278863499458,"0,1,5,7,9,11,16,24,25,29,31,49"
40,548.4657300747336,"0,16,17,20,22,27,29,48",655.5102952036386,"27,45",243.99479137115267,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",585.963009940643,,240.79704225156428,"6,10,15,16,17,20,22,27,34,35,42,45,47,48"
41,485.2816959685097,"2,3,6,8,10,11,14,16,24,32,35,39,41,45,46",680.1448912476441,"32,39,46",383.2560495333462,"1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49",633.3568502727859,,295.4329530822352,"2,3,8,10,11,14,16,24,37,39,41,46,47,49"
42,464.35974152434375,"2,3,12,18,19,21,23,25,29,30,34,38,46",727.7817238987983,"29,30,38",225.04195625036857,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,41,42,43,44,45,46,47,48,49",624.3330632487124,,231.85093933189,"2,6,16,18,19,21,23,24,25,29,30,34,38,46"
43,487.3211234111479,"0,2,3,4,19,27,39,40,43,49",680.2980940545445,"40,43",316.0731073859768,"0,1,2,3,4,6,7,8,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,32,34,36,37,39,40,42,43,44,45,46,49",600.8331260796668,,203.049072636156,"0,4,6,12,17,19,23,27,36,39,40,43,49"
44,457.547432838957,"0,3,4,11,15,18,19,22,25,32,33,37,40,42,45",615.6126094116911,,174.39820537115688,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,49",618.966800186316,,270.25401235348033,"0,4,12,15,18,19,25,27,29,30,32,33,37,40,45"
45,443.4992882306557,"3,8,10,11,15,16,23,24,25,33,36,37,42,49",692.3058045045489,"25,42",308.59850681627967,"0,1,2,3,4,6,8,10,11,12,15,16,17,19,21,22,23,24,25,26,27,28,29,32,33,36,37,38,39,40,41,42,43,44,45,47,49",600.5175531753183,,196.3612016586164,"8,11,15,16,23,24,25,28,33,36,37,42,49"
46,454.54505800679806,"4,12,16,24,30,31,34,35,40,47,48",657.1546942665094,"30,34",324.80905989509176,"0,1,2,3,4,5,6,7,8,9,10,12,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,42,44,45,46,47,48,49",580.2525781043227,,193.3812683789203,"0,12,16,18,24,26,30,31,32,34,35,40,47,48"
47,439.3245305399546,"10,19,27,29,31,32,35,37,40,41,44,48,49",608.7644567431166,"19,27,40,44,48,49",186.82307101003585,"1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,18,19,20,21,22,23,24,25,27,28,29,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49",562.442596702263,,306.1921457194186,"10,11,19,21,27,34,35,37,40,41,44,48"
48,470.9767416319026,"1,3,7,12,15,35,36,44,48",593.7115805526317,"36,44,48",279.73414063986087,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49",591.3879520453983,,267.81752793760364,"1,3,7,12,15,16,25,35,36,37,44,46,48"
49,429.838523479917,"0,4,8,9,10,12,13,21,23,29,30,34,39,44",746.8355957867666,"10,21,30,44",193.2644614009284,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,32,34,35,36,37,38,39,41,42,44,45,46,47,48,49",569.9793946598568,,14.8020639715782,"0,4,8,9,10,12,13,15,21,23,28,29,30,34,39,44"
50,447.73171376067626,"2,7,8,9,13,20,24,26,29,32,33,37,41",616.0198072781562,"29,32,37,41",256.2412485474299,"0,1,2,3,4,5,7,8,9,10,11,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,47,48,49",578.169196850943,,191.87996921558224,"0,2,8,9,13,20,24,26,27,29,33,36,37,41,43"
51,424.3214132661113,"0,2,3,5,13,21,25,27,28,29,38,41,42,44,45,46",535.9944209107018,"27,29,41,44,45",388.81221185042,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49",563.5843888913473,,116.39861964304254,"2,3,5,16,18,21,25,27,28,29,39,41,44,45,46"
52,464.8082572576171,"3,4,9,12,13,21,27,33,37,40,42,48",661.1274703490184,"40,42",236.27495937867644,"0,1,2,3,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48",565.7356866803527,,214.5103656122791,"2,3,4,9,12,13,21,22,33,37,40,42,48"
53,467.7763228057352,"0,7,8,14,20,22,24,25,29,32,34,42,43,46",622.3825705737297,"14,20,34,46",251.20888934986445,"0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49",622.2251446330611,,237.4677364311359,"7,8,14,20,22,24,25,29,31,34,42,43,46,47"
54,428.65093148915565,"0,7,8,15,16,18,22,23,33,37,40,42",704.2543842247125,"18,42",362.478857387068,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,48,49",588.8581768139343,,152.17072702775727,"0,6,7,8,15,16,18,20,22,23,33,37,40,42"
55,500.75324618699995,"4,5,6,14,31,41,42,44,45,46",559.3600653550678,,256.80154060220985,"0,2,4,5,6,7,8,9,10,11,12,13,14,17,18,20,22,24,25,26,27,28,29,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47",561.5497982056421,,141.50459748162183,"2,4,5,6,8,9,11,14,17,18,20,27,31,32,41,42,44,45,46"
56,438.2772415943349,"0,5,10,12,18,21,23,25,28,30,32,37,47,49",658.4063758648352,"21,28,30,37,49",288.4997669318242,"0,1,2,3,5,6,7,9,10,11,12,13,14,15,16,18,20,21,22,23,24,25,26,28,29,30,31,32,34,35,37,38,40,42,43,44,45,46,47,49",601.5927325753195,,204.32649315270712,"0,5,10,12,18,20,21,23,30,32,37,47"
57,487.44348339567466,"2,11,18,19,27,28,35,37,44,45",715.5442127667253,"35,37,44,45",301.66232073076986,"2,3,4,5,7,8,9,10,11,13,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,37,38,39,40,41,42,43,44,45,47,48,49",582.721364551774,,199.98743543273636,"2,11,18,19,27,28,29,33,35,37,44,47,49"
58,444.9084596709619,"1,8,15,16,18,20,21,30,34,35,38,46",642.3280014336777,"20,38,46",255.7077338814552,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",582.6355066440314,,278.3332775086821,"1,2,3,8,11,15,16,18,19,20,21,30,34,38,39,44,45,46"
59,444.81666494605525,"1,3,9,15,20,34,36,38,42,47",627.1937483423707,47,306.4103548863623,"0,1,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",561.0217551661375,,177.5856584910909,"1,3,5,9,15,20,22,26,33,34,38,42,47"
60,437.45490836581905,"2,4,6,10,15,18,22,23,28,41",663.3027006370852,41,189.15684766145583,"0,2,3,4,6,7,9,10,11,13,14,15,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",578.5772605355569,,239.43526463057088,"2,4,10,15,19,22,23,28,33,37,38,41,45,47"
61,430.74088494293744,"0,1,4,7,8,10,16,18,24,26,29,35,37,43,48",629.5404187591821,"29,37,43,48",186.1199549450897,"0,1,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,42,43,45,46,47,48,49",604.6530364153652,,203.64878990515973,"1,3,4,6,7,8,14,18,24,26,29,32,35,37,43,48"
62,466.3670204955348,"1,2,13,14,24,26,36,42,44,45,46,47,48",680.4189541530844,"42,47,48",214.6884126596611,"0,1,2,3,4,5,6,7,9,10,11,12,13,14,16,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",596.9166215186323,,238.29251469753044,"1,2,4,12,14,18,24,26,42,45,46,47,48,49"
63,470.12350454611425,"0,1,3,9,11,14,19,25,26,29,35,42,43,48",712.6060596969925,"35,48",238.40654793622653,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",634.356373734076,,229.69398641493257,"0,1,2,9,11,14,19,20,22,25,26,29,35,39,42,43,48"
64,452.40761106006937,"3,4,12,13,19,29,40,43,45,46,49",602.9113347702804,"29,45,46,49",382.9670296089567,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,19,20,21,22,25,26,27,28,29,30,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49",581.3211006679911,,277.90168697527554,"3,4,6,12,13,19,27,29,32,39,43,45,46"
65,446.0421885484933,"2,8,11,15,16,18,24,26,28,30,35,39,44,45,46",561.2681923132683,"28,35,39,46",278.4911744525691,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",593.3584489316386,,201.69766316099492,"2,8,11,15,16,18,21,24,26,30,35,39,41,44,45,46"
